round_epochs,val_loss,loss,regularizer,Dropout,hidden_layers,hidden_nodes,epochs,patience
40,13.411961758042388,12.710280371954324,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,75,1000,5
12,13.788683043306296,13.620435045097585,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,2,75,500,3
25,14.252207620162762,13.862510045009452,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,0,200,1000,3
48,13.97840031344532,13.04581385425641,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,1,200,500,5
13,13.716460341199406,13.154835179329998,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,200,1000,5
45,13.579451001099358,12.43911393987498,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,200,1000,5
25,13.726338707362757,13.083930407618073,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,0,75,1000,5
36,14.010169160082976,13.286265423991807,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,2,150,500,5
21,13.761712753678374,13.326364636016189,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,0,75,500,5
20,14.282845147366888,14.007278845237309,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,2,75,1000,3
14,13.82463520120505,13.701443756423208,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,2,200,1000,3
17,13.61566760483392,13.018345650298139,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,75,1000,3
25,13.991133209268776,13.25019951557924,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,0,150,500,3
29,13.940401978102711,13.46774870244995,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,1,150,500,5
29,13.943221538865787,13.619484610897768,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,0,200,500,3
16,14.524606375077784,13.960947378035446,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,2,75,1000,3
43,13.653840247433545,12.814880460736976,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,150,500,10
50,13.318781058832334,12.577041723720079,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,75,1000,10
53,13.654815292610028,12.7508606311284,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,0,200,500,10
29,14.226399177611661,13.65863311763258,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,1,150,500,3
51,14.059986290642328,13.207331775133904,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,2,150,1000,5
25,14.406382872750074,13.787780403145847,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,1,75,1000,5
48,13.622909594966114,12.910443115882398,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,0,75,1000,10
20,14.170099379204823,13.918125690987264,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,150,1000,3
27,14.690610905750447,13.958317921898779,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,2,200,500,3
32,13.913316641130674,13.49549460168063,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,1,200,1000,5
31,13.44415424115425,12.914763340458595,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,2,75,500,5
21,14.134347782285987,13.718912613891394,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,0,75,500,3
20,14.170056534316736,13.83025170020582,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,0,150,500,3
17,14.577171627638522,13.796575594866397,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,2,150,1000,3
26,13.480933584449788,12.708471756154252,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,1,200,1000,5
25,15.094778581785338,13.8514953550639,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,2,200,500,5
47,13.793328984746204,13.087324957885397,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,1,75,1000,10
53,14.106186640294057,12.895183310503327,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,2,150,500,10
67,13.634606367679888,12.684637312710892,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,0,200,1000,10
24,13.764316355018314,13.462146162311731,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,0,150,1000,5
35,13.977936958574682,12.658016090349864,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,200,1000,10
48,14.027373468655709,12.82885007653069,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,200,500,10
33,14.177729133565697,13.889014191157685,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,2,150,500,3
6,14.962903629192262,13.950731843406185,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,200,1000,3
13,15.163347971470815,14.857353701866902,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,1,200,500,5
31,14.008342272373492,13.5990124407603,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,0,75,500,5
62,13.8863734242784,13.223501493814712,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,0,150,500,10
29,13.281848527510752,13.179252612631291,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,2,75,1000,5
47,13.561203411826988,13.107231591592964,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,75,1000,10
27,13.3983982383104,12.816474223325908,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,2,200,1000,5
36,13.932025048852282,13.383069881361447,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,1,150,500,3
32,14.666548721393998,13.771753487203561,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,2,200,1000,5
42,14.01188897457475,13.489254474099873,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,0,75,1000,10
32,13.978821545603408,13.460563566784627,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,2,75,1000,5
48,13.928773595663992,13.513026484816693,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,0,150,500,5
25,13.754634794270457,13.209551183715682,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,0,150,1000,5
41,13.900024324734167,13.57092375447499,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,0,150,500,10
36,14.315275670356046,13.343126464403094,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,2,200,1000,5
53,13.850175381964933,13.07549659150103,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,1,200,1000,10
12,13.796950656065526,13.60801599573846,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,150,1000,3
16,14.242091113470476,13.896398663115798,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,0,200,1000,3
19,13.466864203400222,12.989231472512198,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,75,500,3
41,13.996955864033158,13.414118329368929,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,0,150,1000,5
16,14.092800152962315,13.343477471633514,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,75,500,3
14,14.828644838056338,13.949518628190624,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,200,1000,3
16,13.935456738937498,13.689045685738966,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,0,75,1000,3
59,13.922071996653615,13.291282773692908,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,0,150,1000,10
29,14.278011842893736,13.678968723336,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,0,75,1000,5
18,13.759761163615929,13.459624570196373,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,0,150,1000,3
42,13.478319208351477,12.776532660254265,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,75,500,5
36,14.081438469698059,13.612585777334557,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,1,150,1000,5
30,13.970961127872517,13.329486852324022,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,2,75,500,5
29,14.027744270566272,13.689642145841605,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,0,150,500,5
42,13.209139587382213,11.671812720638979,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,200,1000,10
55,14.12301754259497,13.04834392089671,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,2,200,500,5
25,14.162846723772919,14.158285333238128,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,2,200,500,5
49,13.698620437632135,13.143388916655008,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,1,75,500,5
60,13.374971692983582,12.342302928289497,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,1,75,500,10
18,14.679369601851088,14.237651477178657,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,2,150,500,3
19,13.880194292848532,13.025053420666255,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,75,500,5
25,14.087918563379775,13.522061744335689,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,75,500,5
16,16.33682167687328,14.01718796744082,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,200,500,3
43,14.784827617353374,11.501902308091436,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,200,500,10
57,13.974830911782297,13.148004873152633,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.25,0,200,500,10
33,14.897616474483762,12.579964872124782,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,2,200,500,5
66,13.698049608195364,13.05623297405135,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,0,200,500,10
70,14.75302146166799,13.125722420175105,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,1,75,1000,10
23,14.583739961357418,13.873635511301112,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,2,150,1000,3
43,13.462213153889437,12.106561397777138,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,2,75,500,10
54,13.530344327710235,12.8926311300673,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,0,75,1000,10
26,14.412981365475616,13.758163638455141,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,1,150,1000,3
34,13.911214254776846,13.367456571702103,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,1,150,500,5
30,13.72882011886637,13.164272710124067,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,0,75,1000,3
23,13.511287189725207,13.102280062700316,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.25,2,150,500,5
64,13.272631621297872,11.628183586276132,<keras.regularizers.L1L2 object at 0x1a2c8a1198>,0.15,1,200,500,10
57,14.081500833455994,13.094255198978757,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.25,1,200,1000,10
17,14.246471875575727,13.805620233442884,<keras.regularizers.L1L2 object at 0x1a2c8a1470>,0.15,0,200,1000,3
21,14.629178340328085,14.102733009398861,<keras.regularizers.L1L2 object at 0x1a2c8a10b8>,0.15,2,75,500,3
